ind,rating,timestamp
20892,4.0,1996-04-08 17:02:00
22039,9.0,1996-04-09 10:57:55
23562,14.0,1996-04-10 03:15:38
30761,18.0,1996-04-13 21:09:01
33928,23.0,1996-04-15 19:33:04
35012,28.0,1996-04-16 13:04:31
38833,33.0,1996-04-18 10:33:43
40767,38.0,1996-04-19 13:22:28
50438,42.0,1996-04-24 15:14:51
50578,45.0,1996-04-24 16:09:09
50912,48.0,1996-04-24 17:09:42
53197,51.0,1996-04-26 07:21:40
57150,56.0,1996-04-28 16:26:43
60241,60.0,1996-04-30 02:23:58
63205,64.0,1996-05-01 11:58:45
66029,69.0,1996-05-02 15:38:40
67188,74.0,1996-05-03 06:35:01
71304,77.0,1996-05-05 14:10:30
74610,79.0,1996-05-07 06:32:51
74736,82.0,1996-05-07 07:54:56
78072,86.0,1996-05-08 14:36:46
81694,89.0,1996-05-09 09:54:58
82823,93.0,1996-05-09 12:47:04
84923,98.0,1996-05-09 18:58:25
88535,101.0,1996-05-10 09:57:36
89269,106.0,1996-05-10 10:41:36
93847,108.0,1996-05-10 23:27:22
100858,113.0,1996-05-12 08:48:57
101927,117.0,1996-05-12 10:55:24
102133,122.0,1996-05-12 11:05:31
118547,125.0,1996-05-14 07:50:04
128300,129.0,1996-05-15 16:30:41
131253,134.0,1996-05-16 06:58:27
131411,138.0,1996-05-16 07:26:53
134372,141.0,1996-05-16 13:08:40
135134,145.0,1996-05-16 14:27:00
137771,149.0,1996-05-17 06:34:29
138886,153.0,1996-05-17 09:39:33
139437,156.0,1996-05-17 10:59:51
144888,160.0,1996-05-17 21:55:28
154375,163.0,1996-05-19 07:48:08
159597,168.0,1996-05-19 20:03:08
162596,173.0,1996-05-20 05:50:05
171708,178.0,1996-05-21 13:23:44
172667,181.0,1996-05-21 14:05:12
178609,186.0,1996-05-22 12:06:25
179080,190.0,1996-05-22 12:46:21
179842,195.0,1996-05-22 14:17:23
180299,198.0,1996-05-22 15:04:48
180631,202.0,1996-05-22 15:34:27
184078,205.0,1996-05-23 04:02:52
184123,208.0,1996-05-23 04:11:17
185298,212.0,1996-05-23 09:23:47
193793,216.0,1996-05-24 08:24:31
204952,220.0,1996-05-25 16:09:43
207885,223.0,1996-05-25 23:38:38
208155,227.0,1996-05-26 01:16:08
210549,231.0,1996-05-26 11:10:36
218798,234.0,1996-05-27 11:30:07
219567,239.0,1996-05-27 13:37:46
222065,243.0,1996-05-27 19:36:46
222609,246.0,1996-05-27 20:46:14
227704,248.0,1996-05-29 13:09:13
231402,251.0,1996-05-29 20:23:32
239784,253.0,1996-05-30 19:04:22
243286,258.0,1996-05-31 08:57:32
246694,261.0,1996-05-31 15:39:28
249158,264.0,1996-05-31 21:38:41
254725,265.0,1996-06-01 18:55:22
263085,269.0,1996-06-03 11:39:55
267546,274.0,1996-06-03 20:08:03
269442,275.0,1996-06-04 01:04:29
270267,279.0,1996-06-04 05:41:25
273871,283.0,1996-06-04 13:19:06
274048,286.0,1996-06-04 13:55:51
277740,291.0,1996-06-04 21:17:13
286038,295.0,1996-06-05 20:42:48
288647,300.0,1996-06-06 07:12:06
291158,304.0,1996-06-06 11:52:47
291404,307.0,1996-06-06 12:20:45
295809,312.0,1996-06-06 21:55:50
304616,317.0,1996-06-07 18:13:33
308480,321.0,1996-06-08 09:40:00
309700,324.0,1996-06-08 14:45:39
310914,328.0,1996-06-08 18:20:54
312311,333.0,1996-06-08 21:12:35
316673,336.0,1996-06-09 13:23:36
325421,339.0,1996-06-10 11:25:25
329668,342.0,1996-06-10 19:14:17
332198,345.0,1996-06-11 02:09:19
333085,347.0,1996-06-11 06:44:37
334845,350.0,1996-06-11 09:58:03
335009,353.0,1996-06-11 10:12:00
337940,356.0,1996-06-11 15:35:36
343818,359.0,1996-06-12 12:27:39
350131,363.0,1996-06-13 03:43:15
352149,368.0,1996-06-13 08:25:27
364218,371.0,1996-06-14 11:25:21
372798,376.0,1996-06-15 21:19:52
376165,380.0,1996-06-16 15:32:56
376868,384.0,1996-06-16 16:42:40
378020,389.0,1996-06-16 20:02:21
401659,392.0,1996-06-19 14:10:41
408509,397.0,1996-06-20 13:57:05
421307,401.0,1996-06-22 03:15:51
423062,404.0,1996-06-22 10:46:57
424366,408.0,1996-06-22 12:07:29
425480,411.0,1996-06-22 14:10:41
425906,415.0,1996-06-22 14:37:35
430281,419.0,1996-06-22 22:57:14
431227,423.0,1996-06-23 01:35:17
436464,427.0,1996-06-23 13:53:26
438636,432.0,1996-06-23 17:43:09
439648,435.0,1996-06-23 19:25:12
440664,438.0,1996-06-23 21:27:21
449754,442.0,1996-06-24 14:26:32
454098,446.0,1996-06-25 01:18:14
455455,449.0,1996-06-25 05:57:53
457643,452.0,1996-06-25 08:44:59
458185,455.0,1996-06-25 09:40:45
461725,460.0,1996-06-25 14:52:54
462215,465.0,1996-06-25 15:25:03
463819,470.0,1996-06-25 17:03:08
468793,473.0,1996-06-26 03:14:20
648824,476.0,1996-07-17 11:04:35
1014688,479.0,1996-09-13 11:19:29
1063169,483.0,1996-09-24 09:25:01
1064577,487.0,1996-09-24 16:30:15
1239176,490.0,1996-10-24 14:19:36
1251224,493.0,1996-10-26 14:22:47
1257159,497.0,1996-10-27 15:41:20
1272512,501.0,1996-10-30 06:36:12
1274273,505.0,1996-10-30 11:51:28
1275011,508.0,1996-10-30 14:49:21
1278090,512.0,1996-10-31 18:18:29
1292596,516.0,1996-11-03 22:57:10
1306554,520.0,1996-11-06 06:27:38
1323721,524.0,1996-11-07 22:49:18
1350658,528.0,1996-11-12 15:52:17
1376334,532.0,1996-11-18 14:48:22
1400441,537.0,1996-11-22 17:22:35
1408603,540.0,1996-11-23 23:56:09
1416539,543.0,1996-11-25 17:27:59
1451846,546.0,1996-12-01 14:23:03
1455346,550.0,1996-12-03 08:06:11
1464534,554.0,1996-12-06 08:04:55
1469601,559.0,1996-12-07 17:03:12
1472009,564.0,1996-12-08 15:04:25
1477615,569.0,1996-12-09 16:18:53
1485551,572.0,1996-12-11 12:25:54
1485735,576.0,1996-12-11 13:31:40
1489193,579.0,1996-12-12 10:16:41
1489796,582.0,1996-12-12 12:29:32
1502511,585.0,1996-12-14 20:53:49
1509728,588.0,1996-12-17 00:48:46
1511870,592.0,1996-12-17 13:38:43
1513360,597.0,1996-12-17 22:18:08
1518341,601.0,1996-12-19 08:17:01
1519250,604.0,1996-12-19 11:52:24
1523199,607.0,1996-12-20 05:37:56
1529371,611.0,1996-12-22 04:49:30
1545348,616.0,1996-12-27 11:19:26
1546693,619.0,1996-12-27 19:11:54
1548800,621.0,1996-12-28 22:47:57
1550230,626.0,1996-12-29 16:17:57
1552049,631.0,1996-12-30 08:58:48
1553661,635.0,1996-12-30 18:15:09
1557846,638.0,1997-01-01 09:17:09
1558233,643.0,1997-01-01 12:27:26
1568281,647.0,1997-01-04 13:56:07
1569871,650.0,1997-01-05 00:19:47
1577161,655.0,1997-01-07 22:25:43
1578227,658.0,1997-01-08 12:14:00
1583335,663.0,1997-01-10 17:49:28
1584642,665.0,1997-01-13 10:29:36
1585443,669.0,1997-01-14 11:28:09
1587223,674.0,1997-01-15 15:21:16
1587821,677.0,1997-01-15 19:12:24
1594139,681.0,1997-01-17 16:14:15
1595629,684.0,1997-01-18 08:14:16
1603011,687.0,1997-01-20 12:46:45
1604037,691.0,1997-01-20 18:56:30
1608273,694.0,1997-01-22 08:56:23
1610498,696.0,1997-01-22 23:11:45
1614563,699.0,1997-01-24 06:57:04
1617095,703.0,1997-01-24 16:13:34
1619998,708.0,1997-01-25 18:12:40
1622396,712.0,1997-01-26 12:38:26
1622630,715.0,1997-01-26 13:58:20
1638113,719.0,1997-01-31 14:35:20
1642343,724.0,1997-02-02 20:31:29
1644619,725.0,1997-02-03 20:57:28
1647396,728.0,1997-02-05 10:16:07
1662748,731.0,1997-02-13 12:39:34
1677175,734.0,1997-02-22 11:48:19
1683138,738.0,1997-02-25 08:03:11
1692862,742.0,1997-03-02 09:22:31
1705632,745.0,1997-03-08 07:29:52
1708215,749.0,1997-03-09 00:19:03
1715680,753.0,1997-03-11 15:39:51
1723750,757.0,1997-03-14 23:31:22
1729035,761.0,1997-03-16 20:16:18
1750899,766.0,1997-03-25 15:10:19
1751745,769.0,1997-03-25 19:21:54
1753038,772.0,1997-03-26 14:25:04
1754716,775.0,1997-03-27 10:50:41
1757801,778.0,1997-03-28 10:46:25
1759590,782.0,1997-03-28 20:23:51
1760771,786.0,1997-03-29 09:40:48
1770593,790.0,1997-04-02 05:08:51
1792438,793.0,1997-04-09 12:29:16
1807229,798.0,1997-04-16 15:47:58
1823792,803.0,1997-04-25 10:10:01
