ind,rating,timestamp
63574,5.0,1997-02-16 21:51:52
63946,8.0,1997-02-21 12:59:37
67737,12.0,1997-03-28 10:19:17
73157,15.0,1997-05-28 11:58:16
73990,18.0,1997-06-11 12:56:45
74319,21.0,1997-06-13 19:47:25
75860,26.0,1997-07-07 02:14:15
78946,29.0,1998-01-25 18:33:31
89138,32.0,1999-10-14 06:13:43
93116,36.0,1999-11-13 11:04:46
98713,41.0,1999-12-22 20:44:01
108350,44.0,2000-07-08 04:17:32
111138,47.0,2000-08-28 14:44:46
114656,51.0,2000-11-20 14:28:46
116019,56.0,2000-11-23 17:31:56
126924,59.0,2001-10-10 07:30:34
132325,62.0,2002-08-06 15:13:34
133515,66.0,2002-11-16 22:38:22
135801,70.0,2003-03-06 20:36:55
170619,73.0,2006-04-17 04:35:26
