ind,rating,timestamp
665278,2.0,1996-07-18 18:00:36
673073,6.0,1996-07-19 13:28:38
674928,11.0,1996-07-19 15:18:35
680438,14.0,1996-07-20 06:17:11
688149,17.0,1996-07-21 17:01:19
688678,20.0,1996-07-22 12:31:08
688881,21.0,1996-07-22 13:07:46
689153,25.0,1996-07-22 13:47:44
689738,28.0,1996-07-22 15:08:46
689961,33.0,1996-07-22 15:50:49
691354,36.0,1996-07-22 21:12:01
699903,41.0,1996-07-24 10:52:10
705431,44.0,1996-07-25 13:22:31
705831,47.0,1996-07-25 14:43:08
707674,50.0,1996-07-26 00:05:38
709618,53.0,1996-07-26 11:44:16
710800,57.0,1996-07-26 16:26:43
710958,60.0,1996-07-26 17:56:00
710987,61.0,1996-07-26 18:02:42
712621,65.0,1996-07-27 10:31:04
713600,70.0,1996-07-27 17:01:12
716001,73.0,1996-07-28 15:00:43
717931,75.0,1996-07-29 09:03:43
722576,76.0,1996-07-30 10:00:38
727535,81.0,1996-07-31 10:30:51
727762,84.0,1996-07-31 11:07:17
728085,86.0,1996-07-31 12:14:11
728740,89.0,1996-07-31 14:55:48
730457,93.0,1996-07-31 19:12:41
732435,95.0,1996-08-01 12:36:50
732902,98.0,1996-08-01 13:22:32
733136,102.0,1996-08-01 14:03:03
735046,106.0,1996-08-01 21:06:52
746750,111.0,1996-08-04 00:50:30
747730,114.0,1996-08-04 08:59:59
750244,117.0,1996-08-04 20:01:31
751407,120.0,1996-08-05 06:58:59
753000,125.0,1996-08-05 11:09:21
754458,128.0,1996-08-05 14:11:48
769705,133.0,1996-08-08 06:23:24
772347,137.0,1996-08-08 13:38:48
774580,140.0,1996-08-08 21:51:47
777961,144.0,1996-08-09 14:33:40
780512,147.0,1996-08-09 22:32:34
790287,150.0,1996-08-12 02:47:57
799307,153.0,1996-08-13 12:14:25
812883,158.0,1996-08-14 13:33:40
823737,161.0,1996-08-15 11:23:55
825290,164.0,1996-08-15 13:35:26
830438,166.0,1996-08-15 22:24:13
838902,170.0,1996-08-16 18:56:37
844437,173.0,1996-08-17 12:12:11
853613,176.0,1996-08-18 18:28:32
854843,178.0,1996-08-18 21:02:52
857226,183.0,1996-08-19 08:44:17
858831,186.0,1996-08-19 11:35:03
867619,188.0,1996-08-20 12:55:50
872771,192.0,1996-08-21 07:01:22
905826,196.0,1996-08-25 20:40:22
918300,200.0,1996-08-27 18:38:47
922093,202.0,1996-08-28 09:45:43
922935,204.0,1996-08-28 11:47:45
978392,207.0,1996-09-06 16:11:59
1030089,210.0,1996-09-16 18:40:51
1032846,211.0,1996-09-17 09:53:19
1033012,214.0,1996-09-17 10:51:30
1047163,219.0,1996-09-20 11:35:06
1050020,220.0,1996-09-20 20:39:45
1078814,223.0,1996-09-27 16:47:03
1095949,226.0,1996-10-01 07:36:24
1097988,229.0,1996-10-01 13:30:20
1103568,233.0,1996-10-02 13:06:23
1109464,236.0,1996-10-03 21:21:46
1109553,239.0,1996-10-03 22:03:38
1119159,244.0,1996-10-06 09:11:26
1125400,248.0,1996-10-06 20:15:16
1136187,251.0,1996-10-08 06:01:24
1138501,255.0,1996-10-09 05:54:56
1139517,258.0,1996-10-09 13:15:41
1139964,263.0,1996-10-09 17:31:57
1140527,265.0,1996-10-09 20:44:56
1141352,268.0,1996-10-10 08:47:40
1141982,271.0,1996-10-10 13:40:06
1142390,273.0,1996-10-10 15:49:57
1142611,276.0,1996-10-10 17:23:01
1144154,280.0,1996-10-11 13:13:12
1147316,281.0,1996-10-11 20:08:33
1149402,283.0,1996-10-12 01:01:58
1165990,287.0,1996-10-14 02:07:37
1175142,289.0,1996-10-14 18:35:46
1196443,292.0,1996-10-17 11:50:30
1198205,295.0,1996-10-17 16:46:53
1211585,296.0,1996-10-19 16:37:57
1213674,299.0,1996-10-19 23:20:39
1217804,302.0,1996-10-20 22:03:52
1218154,303.0,1996-10-21 01:26:47
1220183,306.0,1996-10-21 10:35:35
1224220,309.0,1996-10-21 22:32:26
1226788,311.0,1996-10-22 11:51:39
1252534,314.0,1996-10-26 19:34:00
1323738,317.0,1996-11-07 23:00:54
1358584,321.0,1996-11-14 06:48:45
1444502,325.0,1996-11-29 05:33:10
1468680,329.0,1996-12-07 15:18:43
1471688,333.0,1996-12-08 13:31:49
1473008,338.0,1996-12-08 18:32:46
1473462,341.0,1996-12-08 21:17:57
1476744,344.0,1996-12-09 14:24:45
1477306,347.0,1996-12-09 15:35:14
1499253,349.0,1996-12-14 04:31:41
1503914,353.0,1996-12-15 14:22:46
1504468,356.0,1996-12-15 17:32:32
1505158,359.0,1996-12-15 20:04:56
1533245,363.0,1996-12-23 01:27:57
1546086,367.0,1996-12-27 14:52:52
1546821,370.0,1996-12-27 20:43:21
1547004,373.0,1996-12-27 21:34:59
1547290,378.0,1996-12-28 04:32:40
1553171,380.0,1996-12-30 15:00:07
1553764,383.0,1996-12-30 18:52:56
1555554,386.0,1996-12-31 11:09:37
1556830,389.0,1996-12-31 19:14:01
1557608,392.0,1997-01-01 05:49:03
1557833,397.0,1997-01-01 09:03:54
1559345,400.0,1997-01-01 18:25:14
1559417,403.0,1997-01-01 18:42:00
1562150,406.0,1997-01-02 12:49:56
1563316,409.0,1997-01-02 19:10:02
1564685,414.0,1997-01-03 13:23:36
1567289,419.0,1997-01-04 03:16:09
1567507,422.0,1997-01-04 06:39:47
1567993,425.0,1997-01-04 10:58:37
1568244,428.0,1997-01-04 13:23:43
1569835,431.0,1997-01-05 00:06:37
1570611,434.0,1997-01-05 12:55:13
1570668,439.0,1997-01-05 13:03:44
1571414,444.0,1997-01-05 17:51:43
1572032,445.0,1997-01-06 01:28:14
1572861,448.0,1997-01-06 10:01:28
1573762,452.0,1997-01-06 16:41:10
1575144,455.0,1997-01-07 03:49:05
1576422,457.0,1997-01-07 14:37:42
1576998,460.0,1997-01-07 19:42:01
1578862,464.0,1997-01-08 16:06:49
1579332,469.0,1997-01-08 17:14:27
1579463,472.0,1997-01-08 17:33:40
1580393,476.0,1997-01-08 21:27:22
1581702,479.0,1997-01-09 12:11:52
1582285,483.0,1997-01-09 18:22:07
1582409,486.0,1997-01-10 10:38:49
1582507,489.0,1997-01-10 11:09:15
1583080,493.0,1997-01-10 16:48:00
1583487,498.0,1997-01-11 12:43:23
1584253,501.0,1997-01-11 18:01:18
1586177,504.0,1997-01-14 14:48:39
1586507,508.0,1997-01-15 10:48:32
1587614,511.0,1997-01-15 16:23:36
1588736,514.0,1997-01-16 03:07:33
