ind,rating,timestamp
2987,5.0,1996-05-10 14:15:56
7178,9.0,1996-05-23 16:15:00
9270,12.0,1996-05-29 22:45:17
16911,17.0,1996-06-23 16:06:32
36934,22.0,1996-09-05 15:56:35
39921,23.0,1996-09-23 21:46:19
40180,26.0,1996-09-26 00:12:20
40369,30.0,1996-09-27 11:03:16
40607,33.0,1996-09-27 23:38:02
43396,36.0,1996-10-13 15:53:57
46170,40.0,1996-10-24 12:43:09
48341,41.0,1996-11-01 22:44:01
51124,44.0,1996-11-17 09:50:46
52228,49.0,1996-11-23 18:25:10
55420,53.0,1996-12-08 08:12:32
55483,57.0,1996-12-08 17:32:47
56007,60.0,1996-12-12 12:49:15
57494,64.0,1996-12-18 17:26:40
58587,67.0,1996-12-24 09:27:46
58798,70.0,1996-12-26 00:32:17
58804,73.0,1996-12-26 09:44:07
59828,76.0,1997-01-03 15:06:25
60427,79.0,1997-01-09 09:59:11
60740,81.0,1997-01-15 15:47:01
61369,84.0,1997-01-24 09:27:47
62030,87.0,1997-01-30 10:34:53
62894,91.0,1997-02-09 16:01:30
63386,93.0,1997-02-14 18:59:55
64640,96.0,1997-03-04 01:08:49
66542,99.0,1997-03-19 22:43:40
67465,103.0,1997-03-26 23:11:24
67695,107.0,1997-03-28 10:07:53
68678,111.0,1997-04-06 09:14:49
69185,114.0,1997-04-11 15:39:23
69463,117.0,1997-04-17 08:08:12
71115,118.0,1997-05-04 19:22:06
71438,121.0,1997-05-09 18:51:46
72052,126.0,1997-05-14 14:24:21
72415,129.0,1997-05-18 15:16:36
72679,131.0,1997-05-19 16:28:07
73226,134.0,1997-05-29 00:38:01
73384,138.0,1997-06-03 00:20:54
73473,143.0,1997-06-04 11:22:13
73668,146.0,1997-06-05 17:48:07
73950,149.0,1997-06-10 16:11:38
74314,152.0,1997-06-13 15:24:56
74661,155.0,1997-06-20 12:59:20
74833,160.0,1997-06-20 18:33:12
74876,163.0,1997-06-21 11:27:02
75196,166.0,1997-06-24 14:55:04
75343,169.0,1997-06-26 20:36:42
75771,172.0,1997-07-06 18:11:51
75834,175.0,1997-07-07 02:01:22
75951,179.0,1997-07-07 16:40:03
76394,180.0,1997-07-15 18:57:37
78414,183.0,1997-12-03 09:32:18
79230,187.0,1998-02-18 19:55:30
79668,188.0,1998-03-26 17:01:33
81387,190.0,1998-07-20 23:18:31
82089,193.0,1998-07-26 21:01:36
83091,195.0,1998-08-09 19:48:36
83236,197.0,1998-08-15 01:25:38
83531,200.0,1998-08-23 12:27:37
85532,203.0,1999-02-15 15:22:16
87671,207.0,1999-10-04 07:21:32
88726,212.0,1999-10-12 01:01:07
89188,216.0,1999-10-14 07:06:56
91916,219.0,1999-11-02 13:56:42
91994,222.0,1999-11-02 20:10:44
92662,225.0,1999-11-10 18:00:22
92685,226.0,1999-11-11 09:23:51
96500,231.0,1999-12-12 18:19:37
97576,233.0,1999-12-15 16:03:07
97962,235.0,1999-12-17 04:00:25
98489,239.0,1999-12-20 04:50:36
98591,243.0,1999-12-22 02:40:11
100500,245.0,2000-01-17 02:09:37
101689,249.0,2000-02-09 03:52:58
101729,252.0,2000-02-11 20:46:39
102246,256.0,2000-02-28 22:02:32
103177,259.0,2000-03-21 15:42:50
103652,261.0,2000-03-27 07:10:26
104992,263.0,2000-04-19 19:21:33
106065,265.0,2000-05-10 19:18:12
108840,269.0,2000-07-24 00:17:51
111189,270.0,2000-08-30 20:45:50
112056,274.0,2000-09-24 15:39:38
112896,279.0,2000-11-01 12:40:09
112994,283.0,2000-11-02 21:27:45
114319,287.0,2000-11-20 08:07:33
114580,290.0,2000-11-20 13:37:31
114853,295.0,2000-11-21 02:05:21
115161,298.0,2000-11-21 06:59:27
115568,302.0,2000-11-22 03:34:52
116950,305.0,2000-12-06 02:44:09
118006,309.0,2000-12-14 16:52:41
118055,314.0,2000-12-16 23:14:44
120054,316.0,2001-03-08 14:31:34
120224,320.0,2001-03-21 23:51:29
120379,323.0,2001-03-30 23:43:21
120826,328.0,2001-04-07 08:34:47
121376,331.0,2001-05-08 19:10:33
121874,335.0,2001-06-06 05:03:49
122157,337.0,2001-06-11 04:04:44
123010,338.0,2001-06-20 17:01:49
123301,341.0,2001-06-26 09:24:18
123722,345.0,2001-07-04 07:54:23
126192,349.0,2001-09-13 07:05:34
128306,353.0,2001-12-12 06:45:18
128394,355.0,2001-12-18 15:11:50
128674,358.0,2001-12-28 16:56:38
129460,362.0,2002-02-04 09:24:35
131624,365.0,2002-06-16 02:48:14
131683,367.0,2002-06-28 01:32:48
131764,370.0,2002-06-30 01:33:51
132119,374.0,2002-07-17 16:38:29
132323,377.0,2002-08-06 11:29:23
133336,382.0,2002-11-12 04:56:15
137083,384.0,2003-04-29 18:54:43
138697,387.5,2003-07-18 04:36:29
140100,391.0,2003-10-24 05:49:14
141944,394.5,2004-01-20 14:27:48
147563,398.5,2004-08-17 21:43:38
149182,402.0,2004-09-27 02:11:58
150518,405.5,2004-11-23 03:10:42
151960,409.0,2005-01-31 03:56:39
156701,414.0,2005-04-02 23:15:23
157975,417.0,2005-04-18 08:22:21
158287,420.0,2005-04-25 05:44:04
158654,424.0,2005-04-29 12:36:55
159676,427.0,2005-05-19 18:29:45
160654,431.0,2005-06-17 08:54:31
162129,435.5,2005-07-24 05:01:56
162646,440.0,2005-08-03 02:49:39
167746,445.0,2006-01-19 21:26:36
177284,447.0,2006-12-17 19:19:33
177918,451.0,2007-01-06 05:22:46
184626,454.0,2007-10-23 19:08:55
189801,458.0,2008-05-19 07:40:51
202669,462.0,2010-03-11 01:00:02
223145,462.5,2014-12-20 11:21:44
