ind,rating,timestamp
48,2.0,1996-03-19 23:47:35
81,6.0,1996-03-20 08:24:08
105,10.0,1996-03-26 20:24:07
207,15.0,1996-03-29 15:25:22
265,19.0,1996-03-29 17:04:20
338,22.0,1996-03-30 15:00:49
406,25.0,1996-04-02 15:55:03
492,28.0,1996-04-04 07:11:34
567,33.0,1996-04-05 13:04:14
922,36.0,1996-04-13 12:58:36
984,40.0,1996-04-13 17:04:31
1183,44.0,1996-04-19 18:12:28
1241,48.0,1996-04-20 23:48:59
1344,52.0,1996-04-22 16:19:42
1388,55.0,1996-04-22 16:36:33
1610,58.0,1996-04-23 20:53:01
1677,62.0,1996-04-25 21:17:04
1725,65.0,1996-04-26 08:08:09
1791,68.0,1996-04-27 17:46:49
1882,71.0,1996-04-29 00:05:22
1927,75.0,1996-04-29 16:01:52
1966,78.0,1996-04-30 03:01:10
2051,81.0,1996-04-30 17:55:16
2095,86.0,1996-05-01 08:32:01
2138,89.0,1996-05-01 16:06:28
2194,92.0,1996-05-02 15:33:02
2309,95.0,1996-05-04 16:34:35
2366,98.0,1996-05-07 03:50:54
2390,102.0,1996-05-08 11:45:41
2525,107.0,1996-05-08 20:47:22
2626,111.0,1996-05-09 13:34:11
2650,115.0,1996-05-09 18:52:18
2736,118.0,1996-05-09 23:09:41
2796,119.0,1996-05-09 23:38:53
2819,122.0,1996-05-09 23:58:20
3013,127.0,1996-05-10 17:07:14
3116,130.0,1996-05-11 11:15:19
3162,134.0,1996-05-11 12:26:46
3199,137.0,1996-05-11 13:57:33
3346,142.0,1996-05-11 21:15:22
3407,145.0,1996-05-11 23:30:15
3509,150.0,1996-05-12 05:46:48
3600,154.0,1996-05-12 06:49:27
3646,157.0,1996-05-12 08:31:24
3715,161.0,1996-05-12 08:56:57
3754,164.0,1996-05-12 09:40:03
3781,168.0,1996-05-12 12:59:53
3874,170.0,1996-05-13 12:34:23
3976,171.0,1996-05-13 14:29:41
4037,175.0,1996-05-13 16:09:14
4063,180.0,1996-05-13 18:32:21
4105,185.0,1996-05-13 20:15:09
4171,188.0,1996-05-13 20:26:51
4245,192.0,1996-05-14 10:20:57
4313,194.0,1996-05-15 02:08:48
4358,199.0,1996-05-15 02:28:21
4577,202.0,1996-05-15 13:15:24
4643,205.0,1996-05-15 21:24:43
4678,206.0,1996-05-16 05:57:18
4720,209.0,1996-05-16 07:51:57
4741,214.0,1996-05-16 08:00:52
4833,217.0,1996-05-16 10:42:39
4991,222.0,1996-05-16 17:23:38
5195,225.0,1996-05-17 09:11:29
5241,229.0,1996-05-17 11:02:46
5356,233.0,1996-05-17 12:26:11
