ind,rating,timestamp
24,3.0,1996-03-16 07:52:08
42,6.0,1996-03-19 23:35:39
11087,10.0,1996-06-04 07:52:32
12787,13.0,1996-06-10 12:11:33
13376,17.0,1996-06-12 13:54:39
14053,21.0,1996-06-14 10:59:47
14390,24.0,1996-06-15 18:27:32
14886,27.0,1996-06-17 11:35:54
15855,31.0,1996-06-20 08:25:42
16167,36.0,1996-06-22 00:06:33
16226,39.0,1996-06-22 03:50:26
16552,43.0,1996-06-23 07:10:20
16803,46.0,1996-06-23 12:32:09
18293,50.0,1996-06-26 17:15:25
18636,53.0,1996-06-27 11:32:27
18715,58.0,1996-06-27 14:29:06
19206,61.0,1996-06-30 13:04:38
19571,65.0,1996-07-02 00:00:49
19700,69.0,1996-07-02 11:03:44
20441,73.0,1996-07-04 10:23:04
21153,77.0,1996-07-06 15:53:57
21589,80.0,1996-07-07 16:04:06
21974,85.0,1996-07-08 15:59:03
22259,88.0,1996-07-09 14:36:07
22500,91.0,1996-07-10 09:03:06
22571,95.0,1996-07-10 10:41:13
23410,100.0,1996-07-13 09:18:41
23674,103.0,1996-07-14 19:59:12
23771,106.0,1996-07-15 09:04:10
23988,109.0,1996-07-16 13:25:24
24430,112.0,1996-07-17 18:43:06
24712,117.0,1996-07-18 13:33:13
25022,122.0,1996-07-19 12:24:46
25207,126.0,1996-07-19 22:49:09
25598,131.0,1996-07-22 12:20:24
26024,134.0,1996-07-24 06:17:04
26392,139.0,1996-07-26 11:57:02
26853,142.0,1996-07-29 18:45:12
26859,147.0,1996-07-30 20:20:34
27772,150.0,1996-08-02 18:26:56
27843,154.0,1996-08-03 06:16:14
27955,157.0,1996-08-04 19:42:20
29026,161.0,1996-08-08 14:32:00
29460,164.0,1996-08-12 16:45:20
29933,168.0,1996-08-14 00:11:36
30099,172.0,1996-08-14 10:31:57
30581,175.0,1996-08-15 12:14:11
31540,180.0,1996-08-17 16:33:28
31851,184.0,1996-08-19 16:25:44
31898,187.0,1996-08-19 20:20:45
32340,191.0,1996-08-20 15:53:54
32551,195.0,1996-08-20 19:58:33
32728,200.0,1996-08-21 10:08:03
33045,203.0,1996-08-22 17:26:25
33729,204.0,1996-08-25 10:48:44
34436,207.0,1996-08-27 17:01:10
34701,211.0,1996-08-28 09:42:24
34808,216.0,1996-08-28 19:23:44
34936,219.0,1996-08-29 06:42:43
35297,223.0,1996-08-30 11:08:59
36154,228.0,1996-09-03 07:12:32
36182,231.0,1996-09-03 07:39:48
36340,234.0,1996-09-03 12:16:59
36537,239.0,1996-09-04 02:29:57
37169,242.0,1996-09-06 19:23:45
38044,247.0,1996-09-10 22:38:49
38638,250.0,1996-09-14 21:06:52
38796,253.0,1996-09-15 13:00:46
41187,256.0,1996-09-29 18:21:15
41328,261.0,1996-09-30 14:57:59
42067,266.0,1996-10-04 15:33:50
42213,270.0,1996-10-05 13:52:00
42696,273.0,1996-10-09 10:29:35
42705,277.0,1996-10-09 10:34:06
42724,282.0,1996-10-09 14:51:56
42803,284.0,1996-10-10 14:56:16
42833,288.0,1996-10-10 20:27:01
42994,293.0,1996-10-12 07:36:19
43163,298.0,1996-10-13 09:27:19
43374,300.0,1996-10-13 15:35:26
44073,302.0,1996-10-14 18:05:22
44176,306.0,1996-10-15 05:38:40
44649,309.0,1996-10-16 09:04:50
44656,314.0,1996-10-16 11:08:34
44913,317.0,1996-10-17 21:32:33
45203,320.0,1996-10-19 13:58:09
45359,325.0,1996-10-19 17:10:09
46937,330.0,1996-10-27 23:03:32
47153,335.0,1996-10-28 03:05:06
47320,340.0,1996-10-28 10:25:46
47388,343.0,1996-10-28 13:48:07
47500,346.0,1996-10-29 22:02:59
48275,351.0,1996-11-01 22:32:03
50132,354.0,1996-11-11 12:50:35
50881,358.0,1996-11-16 14:29:25
51770,363.0,1996-11-22 14:52:50
51831,366.0,1996-11-22 15:50:51
51928,371.0,1996-11-22 16:43:54
52146,375.0,1996-11-23 18:09:02
52978,379.0,1996-11-26 02:31:46
53112,383.0,1996-11-26 04:47:55
53248,386.0,1996-11-26 07:08:49
53875,391.0,1996-11-26 16:46:55
54056,394.0,1996-11-26 23:32:35
54704,397.0,1996-11-30 16:14:13
54868,400.0,1996-12-03 07:54:26
54901,403.0,1996-12-03 13:52:24
55029,406.0,1996-12-05 07:50:07
55140,411.0,1996-12-06 16:51:03
55360,415.0,1996-12-07 16:16:44
55387,419.0,1996-12-07 21:19:55
55446,422.0,1996-12-08 13:58:42
55477,426.0,1996-12-08 17:29:59
55565,429.0,1996-12-09 22:18:58
55576,431.0,1996-12-10 06:54:48
55700,435.0,1996-12-11 05:02:15
55998,438.0,1996-12-12 12:41:01
56355,441.0,1996-12-13 10:35:47
56379,444.0,1996-12-13 16:23:00
56419,448.0,1996-12-13 17:51:15
56679,450.0,1996-12-15 18:09:57
56755,452.0,1996-12-16 10:02:09
56933,455.0,1996-12-16 15:09:25
57009,458.0,1996-12-17 12:48:49
57424,461.0,1996-12-18 14:35:56
57448,464.0,1996-12-18 16:57:05
57687,467.0,1996-12-19 19:15:32
57705,469.0,1996-12-19 22:01:25
57767,474.0,1996-12-20 04:49:48
57819,477.0,1996-12-20 09:25:44
58173,480.0,1996-12-22 03:34:10
58283,485.0,1996-12-22 17:36:46
58293,488.0,1996-12-23 04:14:15
58314,493.0,1996-12-23 08:35:41
58549,496.0,1996-12-24 04:30:08
58819,500.0,1996-12-27 05:26:43
58919,503.0,1996-12-28 11:46:15
58970,506.0,1996-12-28 17:22:17
58983,510.0,1996-12-28 18:30:04
59008,513.0,1996-12-28 19:57:45
59163,517.0,1996-12-29 19:18:13
59343,521.0,1996-12-30 17:38:57
59350,522.0,1996-12-30 21:33:24
59370,525.0,1996-12-31 00:23:12
59473,528.0,1996-12-31 13:48:54
59517,531.0,1997-01-01 05:53:55
59574,534.0,1997-01-01 16:02:49
59648,537.0,1997-01-02 11:31:58
59704,541.0,1997-01-02 18:01:03
59742,543.0,1997-01-02 22:23:11
59960,546.0,1997-01-04 11:49:42
60015,551.0,1997-01-04 19:55:38
60102,554.0,1997-01-05 10:54:23
60188,557.0,1997-01-05 21:58:27
60284,560.0,1997-01-07 13:20:08
60369,562.0,1997-01-08 14:47:21
60473,564.0,1997-01-09 13:40:13
60527,568.0,1997-01-10 12:52:14
60637,571.0,1997-01-14 13:51:43
61026,574.0,1997-01-19 17:59:28
61213,577.0,1997-01-21 12:49:54
61385,580.0,1997-01-24 11:03:32
61478,583.0,1997-01-24 14:46:00
61514,586.0,1997-01-25 11:12:10
61537,589.0,1997-01-25 14:38:44
61561,593.0,1997-01-25 19:02:47
61720,596.0,1997-01-26 14:15:43
61735,599.0,1997-01-26 17:17:25
61758,602.0,1997-01-26 18:26:26
62020,605.0,1997-01-30 10:32:30
62050,608.0,1997-01-30 14:15:39
62110,612.0,1997-01-31 03:38:45
62228,616.0,1997-02-01 09:20:14
62410,619.0,1997-02-03 12:00:12
62471,624.0,1997-02-04 04:25:11
62501,627.0,1997-02-04 18:20:28
62557,630.0,1997-02-05 13:37:58
62611,635.0,1997-02-05 21:04:44
62756,638.0,1997-02-08 12:12:13
62979,641.0,1997-02-10 19:57:45
63146,645.0,1997-02-11 15:13:38
63182,648.0,1997-02-11 20:29:28
63209,652.0,1997-02-12 11:33:43
63278,655.0,1997-02-13 10:48:26
63287,659.0,1997-02-13 13:42:18
63428,660.0,1997-02-16 03:46:16
63460,664.0,1997-02-16 10:16:49
63564,667.0,1997-02-16 21:19:47
63687,670.0,1997-02-18 18:33:36
63886,674.0,1997-02-21 09:28:00
63904,677.0,1997-02-21 12:08:11
64019,681.0,1997-02-23 10:55:55
64211,685.0,1997-02-25 19:30:32
64360,688.0,1997-02-27 11:08:02
64421,690.0,1997-02-27 12:20:17
64465,694.0,1997-02-27 17:39:52
64486,697.0,1997-02-27 19:46:34
64521,699.0,1997-03-01 00:20:44
64602,702.0,1997-03-02 18:52:04
64876,705.0,1997-03-05 08:51:28
65103,708.0,1997-03-06 15:37:12
65292,712.0,1997-03-08 09:11:00
65334,717.0,1997-03-08 15:57:12
65492,721.0,1997-03-09 16:12:51
65539,724.0,1997-03-09 21:29:52
65625,729.0,1997-03-10 13:17:00
65730,732.0,1997-03-10 23:56:10
65809,735.0,1997-03-11 17:01:41
65897,737.0,1997-03-12 13:29:27
