ind,rating,timestamp
113,4.0,1996-02-02 12:33:34
166,9.0,1996-02-02 12:37:05
193,14.0,1996-02-05 09:53:46
207,17.0,1996-02-08 10:56:21
210,20.0,1996-02-09 12:06:51
246,25.0,1996-02-15 13:00:00
281,30.0,1996-02-20 16:56:50
285,35.0,1996-02-21 15:37:16
299,39.0,1996-02-22 15:07:45
372,40.0,1996-02-23 12:55:57
445,45.0,1996-02-28 07:14:39
1223,50.0,1996-03-05 07:52:23
1430,54.0,1996-03-10 06:02:31
1444,59.0,1996-03-10 13:51:53
1511,64.0,1996-03-12 15:19:51
1743,67.0,1996-03-14 16:39:57
1812,71.0,1996-03-15 23:00:37
1857,74.0,1996-03-16 08:03:21
1916,77.0,1996-03-18 06:21:17
2553,82.0,1996-03-22 17:12:01
2659,86.0,1996-03-25 07:24:23
2724,91.0,1996-03-26 11:29:57
3013,96.0,1996-03-27 10:55:40
3074,101.0,1996-03-27 12:07:33
3232,106.0,1996-03-27 13:35:04
3748,111.0,1996-03-28 06:13:13
4013,116.0,1996-03-28 10:37:36
4151,120.0,1996-03-28 13:51:06
4565,124.0,1996-03-28 18:15:11
4899,129.0,1996-03-28 21:08:44
5484,133.0,1996-03-29 07:25:37
5960,137.0,1996-03-29 12:17:23
6185,142.0,1996-03-29 14:46:25
6273,143.0,1996-03-29 15:23:27
6645,147.0,1996-03-29 19:50:04
7261,152.0,1996-03-30 10:40:32
7562,157.0,1996-03-30 14:41:37
7822,161.0,1996-03-30 19:00:12
7871,165.0,1996-03-30 19:12:30
8058,170.0,1996-03-30 20:47:21
8377,175.0,1996-03-31 00:15:47
8504,177.0,1996-03-31 07:45:04
8611,181.0,1996-03-31 10:12:38
9411,186.0,1996-03-31 18:52:01
9649,191.0,1996-03-31 20:09:16
9658,196.0,1996-03-31 20:41:21
9937,198.0,1996-04-01 11:09:23
9950,203.0,1996-04-01 11:18:35
9971,208.0,1996-04-01 11:24:57
9984,213.0,1996-04-01 11:33:48
10024,218.0,1996-04-01 12:01:58
10326,223.0,1996-04-01 14:38:58
10362,227.0,1996-04-01 15:51:12
11020,232.0,1996-04-01 23:32:49
11660,236.0,1996-04-02 13:09:00
12775,240.0,1996-04-03 02:05:27
12929,245.0,1996-04-03 04:21:56
13345,248.0,1996-04-03 09:24:30
13496,253.0,1996-04-03 10:30:38
13766,254.0,1996-04-03 14:29:11
13934,258.0,1996-04-03 16:49:19
13952,263.0,1996-04-03 17:12:21
13962,268.0,1996-04-03 17:20:12
14297,272.0,1996-04-04 02:46:48
14375,276.0,1996-04-04 06:10:07
14718,281.0,1996-04-04 12:09:18
14836,286.0,1996-04-04 13:34:39
14995,291.0,1996-04-04 13:49:26
15188,296.0,1996-04-04 15:54:33
15776,300.0,1996-04-05 00:19:30
15849,305.0,1996-04-05 06:58:34
16335,310.0,1996-04-05 11:44:51
16624,315.0,1996-04-05 14:27:20
16731,320.0,1996-04-05 15:02:45
16801,324.0,1996-04-05 15:41:27
17826,327.0,1996-04-06 09:00:17
18089,332.0,1996-04-06 14:19:34
18375,337.0,1996-04-06 18:19:16
18715,340.0,1996-04-07 00:25:29
19329,345.0,1996-04-07 11:58:09
19540,349.0,1996-04-07 15:00:17
19670,354.0,1996-04-07 17:21:48
19732,358.0,1996-04-07 20:13:16
20434,362.0,1996-04-08 12:22:42
20514,367.0,1996-04-08 13:19:26
