ind,rating,timestamp
2603,3.0,1996-05-09 12:55:03
2854,6.0,1996-05-10 02:01:50
3091,11.0,1996-05-11 05:59:33
3314,14.0,1996-05-11 20:01:33
3884,16.0,1996-05-13 12:46:20
4342,19.0,1996-05-15 02:26:23
4379,23.0,1996-05-15 02:37:24
5433,27.0,1996-05-17 14:50:08
5546,30.0,1996-05-18 06:45:41
5827,34.0,1996-05-19 09:42:11
5979,37.0,1996-05-19 17:28:51
6002,40.0,1996-05-19 17:38:38
6170,44.0,1996-05-19 19:20:57
6294,48.0,1996-05-20 02:50:26
6530,51.0,1996-05-20 09:42:06
7250,54.0,1996-05-23 17:54:17
7587,57.0,1996-05-24 17:45:15
7703,62.0,1996-05-25 10:13:55
8182,65.0,1996-05-26 09:48:26
8357,70.0,1996-05-26 23:23:52
8486,74.0,1996-05-27 09:12:00
8801,79.0,1996-05-29 12:56:55
9329,83.0,1996-05-30 08:01:19
9875,86.0,1996-05-31 09:27:41
10239,91.0,1996-06-01 17:44:51
10459,94.0,1996-06-02 09:22:20
10886,99.0,1996-06-03 18:16:04
10975,102.0,1996-06-03 19:42:47
11254,105.0,1996-06-05 02:08:11
12024,107.0,1996-06-07 16:21:36
12138,112.0,1996-06-07 22:40:30
12171,116.0,1996-06-08 04:50:25
12290,120.0,1996-06-08 23:51:20
12376,124.0,1996-06-09 08:09:52
12776,129.0,1996-06-10 12:05:51
12840,133.0,1996-06-10 19:22:26
13085,137.0,1996-06-11 18:20:55
13361,140.0,1996-06-12 13:46:45
13592,141.0,1996-06-12 16:35:54
13841,145.0,1996-06-13 13:26:18
14350,149.0,1996-06-14 22:12:31
14768,153.0,1996-06-17 11:09:30
14815,156.0,1996-06-17 11:18:39
15251,161.0,1996-06-18 08:45:03
15448,166.0,1996-06-18 19:19:52
15641,170.0,1996-06-19 10:07:02
15933,173.0,1996-06-20 15:07:28
16460,176.0,1996-06-22 15:19:32
16733,181.0,1996-06-23 11:09:54
17548,185.0,1996-06-25 08:21:28
17792,188.0,1996-06-25 16:37:19
17852,191.0,1996-06-25 22:58:31
18063,194.0,1996-06-26 12:54:33
18460,197.0,1996-06-26 18:36:54
19822,200.0,1996-07-02 16:45:48
19925,203.0,1996-07-03 07:24:04
20070,205.0,1996-07-03 13:05:50
20397,208.0,1996-07-04 09:18:55
20616,211.0,1996-07-04 16:46:52
21305,214.0,1996-07-06 19:44:30
21313,217.0,1996-07-06 19:48:24
21471,221.0,1996-07-07 09:44:44
21578,226.0,1996-07-07 15:58:40
21684,229.0,1996-07-07 19:07:59
21761,233.0,1996-07-07 21:48:31
21825,236.0,1996-07-08 11:11:09
21932,239.0,1996-07-08 15:22:46
22365,244.0,1996-07-10 08:07:34
22480,249.0,1996-07-10 08:43:30
23479,253.0,1996-07-13 12:02:15
23826,258.0,1996-07-15 10:22:23
24075,261.0,1996-07-16 15:44:22
24469,265.0,1996-07-18 06:40:44
24976,269.0,1996-07-19 09:40:28
26011,274.0,1996-07-24 06:08:41
26373,278.0,1996-07-25 23:17:03
26670,281.0,1996-07-28 14:46:26
27298,284.0,1996-07-31 17:40:08
27795,287.0,1996-08-02 18:42:47
28166,292.0,1996-08-05 10:40:31
28718,297.0,1996-08-06 20:50:07
29854,301.0,1996-08-13 20:12:43
30061,304.0,1996-08-14 10:15:38
30568,308.0,1996-08-15 11:55:16
30747,313.0,1996-08-15 17:03:32
30803,316.0,1996-08-15 17:50:51
30927,319.0,1996-08-15 22:36:43
31078,323.0,1996-08-16 14:06:43
31374,326.0,1996-08-16 23:47:48
31777,329.0,1996-08-19 07:05:22
31908,334.0,1996-08-19 20:24:44
32209,337.0,1996-08-20 11:28:25
32419,341.0,1996-08-20 17:07:48
32547,345.0,1996-08-20 19:53:42
33367,348.0,1996-08-23 18:44:23
33893,352.0,1996-08-25 20:18:56
34068,356.0,1996-08-26 18:22:04
34478,360.0,1996-08-27 17:54:37
36143,363.0,1996-09-03 07:08:30
36323,367.0,1996-09-03 12:07:30
36615,370.0,1996-09-04 09:46:09
36730,373.0,1996-09-04 15:24:08
37345,375.0,1996-09-07 23:28:36
38287,379.0,1996-09-12 23:44:21
38614,384.0,1996-09-14 21:00:12
39024,388.0,1996-09-16 20:29:23
39265,391.0,1996-09-18 14:55:58
39430,394.0,1996-09-20 10:23:11
40339,396.0,1996-09-26 15:07:42
40365,399.0,1996-09-27 10:54:58
40520,404.0,1996-09-27 13:31:38
40925,407.0,1996-09-28 19:20:13
41146,411.0,1996-09-29 11:37:54
41184,416.0,1996-09-29 18:13:33
41242,420.0,1996-09-30 13:52:07
41762,424.0,1996-10-03 07:50:59
42334,427.0,1996-10-06 14:54:05
43364,430.0,1996-10-13 15:32:27
44641,433.0,1996-10-16 08:54:40
45055,436.0,1996-10-18 18:10:47
45199,440.0,1996-10-19 13:56:36
45282,443.0,1996-10-19 15:43:26
45478,447.0,1996-10-21 14:35:53
46125,450.0,1996-10-24 12:19:28
46782,453.0,1996-10-27 14:23:45
46919,457.0,1996-10-27 23:01:11
48030,462.0,1996-11-01 09:29:07
48262,464.0,1996-11-01 22:30:07
51031,467.0,1996-11-16 19:55:28
51107,472.0,1996-11-17 09:39:55
52133,475.0,1996-11-23 18:07:02
53106,478.0,1996-11-26 04:44:24
53482,483.0,1996-11-26 10:21:09
53688,485.0,1996-11-26 11:26:06
54059,488.0,1996-11-26 23:32:35
54344,491.0,1996-11-27 17:46:29
54723,494.0,1996-11-30 21:19:55
55075,497.0,1996-12-05 17:32:45
55248,500.0,1996-12-06 17:45:33
55805,503.0,1996-12-11 05:26:05
56166,505.0,1996-12-13 00:04:07
56823,508.0,1996-12-16 10:42:41
57256,509.0,1996-12-18 12:04:06
59456,513.0,1996-12-31 13:26:06
59594,515.0,1997-01-01 17:37:22
61094,519.0,1997-01-20 07:55:42
61320,522.0,1997-01-23 21:16:32
62378,525.0,1997-02-03 11:06:37
64151,529.0,1997-02-24 15:49:47
64276,532.0,1997-02-26 15:24:11
64828,537.0,1997-03-04 20:00:54
64853,542.0,1997-03-04 20:37:58
64959,545.0,1997-03-05 09:44:29
65226,548.0,1997-03-07 06:27:46
66217,552.0,1997-03-17 19:11:49
66290,556.0,1997-03-17 22:08:09
67384,561.0,1997-03-26 16:34:13
67474,566.0,1997-03-26 23:57:10
67882,570.0,1997-03-28 10:57:40
68103,573.0,1997-03-31 13:00:31
69892,576.0,1997-04-23 13:57:57
70581,579.0,1997-05-02 20:00:13
72538,582.0,1997-05-18 15:55:50
72917,587.0,1997-05-24 21:48:55
74771,591.0,1997-06-20 14:22:59
76142,596.0,1997-07-10 10:58:39
76842,599.0,1997-09-15 18:10:15
76877,602.0,1997-09-15 20:36:32
77113,605.0,1997-09-18 07:22:08
77910,608.0,1997-11-13 11:25:44
78074,613.0,1997-11-14 10:16:48
78702,617.0,1998-01-02 17:56:26
79950,622.0,1998-04-06 03:17:16
80764,626.0,1998-07-18 07:23:10
