ind,rating,timestamp
1836,4.0,1996-04-27 20:21:49
2995,9.0,1996-05-10 14:19:22
7679,11.0,1996-05-24 22:23:09
9170,16.0,1996-05-29 21:51:11
10270,19.0,1996-06-01 18:03:49
10377,22.0,1996-06-02 07:12:38
10534,25.0,1996-06-02 12:59:17
15695,29.0,1996-06-19 10:30:23
16170,32.0,1996-06-22 00:16:13
34495,35.0,1996-08-27 19:00:09
37966,39.0,1996-09-10 19:51:29
42626,43.0,1996-10-08 18:29:54
42775,46.0,1996-10-10 13:40:22
43398,49.0,1996-10-13 15:54:59
44202,52.0,1996-10-15 05:54:45
47201,57.0,1996-10-28 03:27:03
48350,62.0,1996-11-01 22:45:20
49388,66.0,1996-11-06 23:55:30
50814,69.0,1996-11-16 13:04:12
52238,72.0,1996-11-23 18:27:17
52878,76.0,1996-11-25 21:26:49
54766,81.0,1996-12-01 15:52:11
55111,84.0,1996-12-05 19:57:21
55272,87.0,1996-12-06 18:07:06
55512,90.0,1996-12-08 19:34:19
55723,93.0,1996-12-11 05:05:52
56535,96.0,1996-12-14 09:31:15
57803,101.0,1996-12-20 04:56:40
58307,103.0,1996-12-23 04:17:10
58448,107.0,1996-12-23 15:11:14
58557,110.0,1996-12-24 04:33:51
58963,113.0,1996-12-28 17:12:54
59484,116.0,1996-12-31 13:54:44
59533,119.0,1997-01-01 05:57:08
59690,122.0,1997-01-02 17:54:57
59940,123.0,1997-01-04 10:43:16
60275,126.0,1997-01-06 20:50:07
60453,129.0,1997-01-09 12:25:12
60665,132.0,1997-01-14 13:58:14
61060,135.0,1997-01-19 18:09:39
61395,138.0,1997-01-24 11:05:56
61438,141.0,1997-01-24 14:01:46
61648,144.0,1997-01-26 12:47:25
62526,148.0,1997-02-04 18:26:45
62639,152.0,1997-02-05 21:09:22
63388,155.0,1997-02-14 18:59:55
63500,158.0,1997-02-16 10:24:34
63553,163.0,1997-02-16 21:08:37
65087,167.0,1997-03-05 13:40:20
65114,170.0,1997-03-06 15:40:45
65145,173.0,1997-03-06 20:52:03
65317,176.0,1997-03-08 09:17:42
65561,178.0,1997-03-09 21:36:15
66547,181.0,1997-03-19 22:49:59
66647,185.0,1997-03-21 16:32:05
66701,190.0,1997-03-22 10:16:00
67018,193.0,1997-03-23 20:04:42
67537,196.0,1997-03-27 18:22:22
68484,199.0,1997-04-04 09:58:00
68753,202.0,1997-04-06 09:57:24
68773,207.0,1997-04-06 13:43:15
69685,212.0,1997-04-20 16:21:11
70671,216.0,1997-05-02 22:08:35
70979,220.0,1997-05-03 16:34:29
71085,222.0,1997-05-04 17:34:48
71243,225.0,1997-05-05 10:42:04
71573,228.0,1997-05-10 13:01:41
71675,231.0,1997-05-11 07:26:21
72054,236.0,1997-05-14 14:24:21
72677,239.0,1997-05-19 16:28:07
72743,242.0,1997-05-20 13:17:36
72859,246.0,1997-05-24 15:59:47
73149,249.0,1997-05-27 08:24:42
73169,252.0,1997-05-28 12:49:08
73227,255.0,1997-05-29 00:38:01
74050,260.0,1997-06-11 14:57:57
74316,263.0,1997-06-13 15:24:56
74662,266.0,1997-06-20 12:59:20
75021,270.0,1997-06-22 09:33:55
75348,273.0,1997-06-26 20:37:12
75835,276.0,1997-07-07 02:01:22
75954,278.0,1997-07-07 16:40:03
76014,283.0,1997-07-08 14:36:15
76403,284.0,1997-07-15 18:57:37
76921,287.0,1997-09-15 21:02:19
80733,290.0,1998-07-18 04:31:32
81138,295.0,1998-07-20 17:12:10
85304,297.0,1999-02-02 18:22:39
92614,298.0,1999-11-09 20:53:02
95879,301.0,1999-12-11 20:55:01
97036,304.0,1999-12-13 16:18:40
98459,305.0,1999-12-19 04:32:34
100452,308.0,2000-01-16 06:44:00
102569,312.0,2000-03-11 22:47:25
103529,313.0,2000-03-26 04:29:21
103754,315.0,2000-03-27 19:52:15
104038,317.0,2000-04-02 01:06:02
104944,318.0,2000-04-19 18:41:57
105594,320.0,2000-04-29 15:55:44
106267,323.0,2000-05-14 11:55:19
108533,326.0,2000-07-12 02:46:52
109809,327.0,2000-08-04 06:22:04
109855,331.0,2000-08-05 05:52:05
111649,332.0,2000-09-09 18:08:35
113605,336.0,2000-11-19 06:09:03
113795,338.0,2000-11-19 20:27:46
114695,341.0,2000-11-20 15:37:54
115531,343.0,2000-11-22 01:28:34
116767,344.0,2000-12-01 20:05:12
119399,347.0,2001-02-12 19:58:17
119593,350.0,2001-02-18 16:06:46
119945,352.0,2001-03-07 02:04:18
122577,354.0,2001-06-13 18:42:33
123552,356.0,2001-07-01 19:49:58
124489,359.0,2001-07-24 01:55:12
125408,360.0,2001-08-19 14:59:57
125813,362.0,2001-08-31 20:00:48
125942,365.0,2001-09-04 17:30:13
126374,367.0,2001-09-20 00:54:49
134318,371.0,2002-12-27 23:19:51
136313,374.0,2003-03-22 03:54:20
139986,377.5,2003-10-15 06:45:01
140167,380.0,2003-10-25 14:06:28
144616,382.0,2004-04-18 04:16:47
162756,384.5,2005-08-07 17:16:27
162762,386.5,2005-08-08 18:12:13
163461,389.0,2005-09-09 21:30:40
164711,392.0,2005-10-19 15:00:24
165874,395.5,2005-11-22 01:18:31
166069,397.5,2005-11-24 04:00:29
169427,400.5,2006-03-06 14:08:53
175418,402.5,2006-10-07 13:21:13
177645,405.5,2006-12-28 20:35:05
183355,409.5,2007-09-20 04:41:32
183531,413.0,2007-09-21 07:34:10
194696,414.0,2008-11-20 12:17:40
202592,418.5,2010-02-28 15:59:31
202622,420.0,2010-03-04 01:42:22
202761,423.0,2010-03-28 09:52:46
